Date,ID,Location,User,Text,Source
7/9/12 2:46,222159726551629825,Michigan,DPGilmartin,Trend? Struggling in the Suburbs http://t.co/wIGZcJwd,Tweet Button
7/9/12 12:18,222303602700591104,Michigan,DPGilmartin,"Way to go @MascoCorp, named top corporate arts supporter. http://t.co/VFtsIrCS #Art #21c3 #publicart",Twitter for Android
7/9/12 12:31,222306910555222017,Michigan,DPGilmartin,"Article outlines important, emerging trend in city governance- host of, not life of, the party. http://t.co/t4YXwkHK #EoP @colleenlayton",Twitter for Android
7/9/12 13:53,222327659718381568,Michigan,DPGilmartin,Check out the Latest Stories on Urban Issues in Michigan in THE REVIEW http://t.co/Yk8u3DjN .@mmleague,Tweet Button
7/9/12 14:00,222329450774274048,Michigan,DPGilmartin,Pedestrian Malls are So 20th Century: http://t.co/fbLBbxGb @marknickita,Tweet Button
7/9/12 22:50,222462744501293056,Michigan,DPGilmartin,What makes a city great for #Entrepreneurs ? Check out the Prosperity Agenda. AUDIO #EoP  http://t.co/qqJCBNC8 #21c3,Tweet Button
7/9/12 22:54,222463864632123392,Michigan,DPGilmartin,Good stuff> 100 inspiring urban #infrastructure projects http://t.co/KfPQ8vuQ by @tjfalk,Tweet Button
7/9/12 23:02,222465854154080256,Michigan,DPGilmartin,@weaverworks Thx for RT,web
7/9/12 23:21,222470448317861888,Michigan,DPGilmartin,RT @cjbuffs: Original #DreamTeam was arguably the best team ever despite 1 of greatest snubs in sports history @iamisiahthomas #LongLiveZeke,web
7/10/12 0:00,222480467490906112,Michigan,DPGilmartin,#AnnArbor No. 10. America's Leading Creative Class Metros - Jobs &amp; Economy - The Atlantic Cities http://t.co/FWyg5mU0,Tweet Button
7/10/12 0:17,222484684049887232,Michigan,DPGilmartin,"A city that a generation ago was on the skids has become a place where the world meets to study, work,create... http://t.co/YrO9zr0k #21c3",Tweet Button
7/10/12 0:22,222485846052454401,Michigan,DPGilmartin,Cities plan for families http://t.co/Snwvt7hr via @Salon,Tweet Button
7/7/12 8:31,221521829452447745,,dwell,A Brooklyn loft project that's an experiment in communal living and fantastical form: http://t.co/5vqV0OwP #homes,twitterfeed
7/7/12 18:21,221670373081616384,,dwell,Hey there shutterbugs! Share your sanctuary to win a hotel/spa stay + $1k cash for @danzefaucets goods in our contest: http://t.co/FiyOYAwM,Twitter for iPhone
7/8/12 0:29,221762836521684993,,dwell,A very quirky upcycled lamp spotted in Sausalito. http://t.co/So8ihPQY,Twitter for iPhone
7/8/12 2:05,221787133378170883,,dwell,Rock the Boat: http://t.co/SYITXnPo,Twitter for iPhone
7/8/12 8:13,221879601520062464,,dwell,Quite possibly the brightest and bluest kitchen in Bratislava. See the #renovation by @gutgutsk: http://t.co/mrb42EFt #smallspaces,twitterfeed
7/8/12 20:12,222060598626758656,,dwell,A Murphy bed and more clever storage ideas to maximize space: http://t.co/HFHHxahl,Twitter for iPhone
7/8/12 22:35,222096474903805953,,dwell,A detour in Copenhagen: one for the bucket list. #design http://t.co/kleTbSvT,twitterfeed
7/9/12 2:54,222161649786826753,,dwell,"The Climatron in St. Louis, the first geodesic dome to be enclosed in Plexiglass panels http://t.co/c3uqh0HB",Twitter for iPhone
7/9/12 16:02,222360099035942912,,dwell,Only 1 week left to enter our Love What You Do contest. Winner receives a $5K grant from Dyson! Submit here  http://t.co/b5sVgXaX. #design,twitterfeed
7/9/12 19:31,222412585352429568,,dwell,Classic modernism blended w/ 21st-C. innovations by architect Thomas Phifer. We survey 30+ years of his #architecture: http://t.co/7luInYcF,twitterfeed
7/9/12 19:31,222412586795282433,,dwell,"A ground-level tree house that favors texture over color, letting the jungle surroundings choose the hues: http://t.co/eU5CIXNt #homes",twitterfeed
7/9/12 19:31,222412587822886912,,dwell,Your table awaits. http://t.co/Ilp21Iud #furniture #design,twitterfeed
7/9/12 19:58,222419574593830912,,dwell,@doorwindowparts think you mean one WOMAN's take on architect Barbie cc @LangeAlexandra,Twitter for iPhone
7/9/12 23:39,222475048559198209,,dwell,"A bus stop, shelter from extreme climates, and modern design element in one? Thoughtful design. http://t.co/eNDY9rDc #affordability #ideas",twitterfeed
7/10/12 1:01,222495623675518976,,dwell,"DIY modern on the cheap in Los Angeles? Yes, it's possible: http://t.co/jWfuLrYv #architecture",twitterfeed
7/10/12 1:01,222495624988327936,,dwell,Cool stuff by young up &amp; comer from NZ // RT @designmilk Colorful collection of metal &amp; wood home furnishings http://t.co/zfRjqYWF #design,twitterfeed
7/1/12 14:48,219442269139386369,"New Orleans, La.",GNOinc,RT @NOLAnews: The Restore Act is a victory for the Gulf Coast: An Editorial http://t.co/kTHuKQK7,Twitter for iPhone
7/2/12 15:11,219810437561192449,"New Orleans, La.",GNOinc,Big business could follow after visiting executives meet with #NOLA business leaders during @essencemusic festival http://t.co/vPH5ALUk,Buffer
7/2/12 16:05,219824092222734336,"New Orleans, La.",GNOinc,Recycling set to start in Jefferson Parish the first week of July http://t.co/tG616vnM,Buffer
7/2/12 18:04,219853953976905728,"New Orleans, La.",GNOinc,Louisiana film industry booming on 10-year anniversary of tax credit http://t.co/tqoJVhhU,Buffer
7/2/12 19:15,219871845422333952,"New Orleans, La.",GNOinc,La. parish aims to save itself by building land http://t.co/u9pgoBZ3,Buffer
7/2/12 20:29,219890455851188225,"New Orleans, La.",GNOinc,Congress finally gave flood insurance program much needed stability: An editorial http://t.co/2VkXAwRr,Buffer
7/3/12 15:11,220172862462509056,"New Orleans, La.",GNOinc,NASA's Michoud plant workers show off Orion capsule http://t.co/fqmZTUX5,Buffer
7/3/12 16:05,220186459422986240,"New Orleans, La.",GNOinc,City hopes to woo CEOs during Essence Fest http://t.co/5iy3UHCi,Buffer
7/3/12 21:13,220264000762560512,"New Orleans, La.",GNOinc,"An @NPR report on #NOLA startup @Neighborland: Filling In New Orleans' Future, One Blank At A Time NPR http://t.co/mHS6lewh",Buffer
7/3/12 21:49,220272978775121923,"New Orleans, La.",GNOinc,BioDistrict Seeks Co-Applicants for Super Regional i6 Challenge http://t.co/740AzYhq,Buffer
7/4/12 15:11,220535220812779521,"New Orleans, La.",GNOinc,"A view from New Orleans, through the eyes of a national retail chain http://t.co/i2qKNdzv",Buffer
7/4/12 16:05,220548810538094592,"New Orleans, La.",GNOinc,New Fresh Market store on St. Charles Avenue opens July 25 http://t.co/kMf7kwzV,Buffer
7/4/12 18:02,220578273535602688,"New Orleans, La.",GNOinc,"Congratulations to Craig Cordes &amp; Antonio LaMartina of #NOLA-based Big Easy Blends, part of @Inc magazine's 30 Under 30 http://t.co/aoeNQ7y5",Buffer
7/5/12 21:49,220997759950520320,"New Orleans, La.",GNOinc,"Congratulations to @Theodent toothpaste of #NOLA, which just won an international design award for product packaging http://t.co/UtKYRzwh",Buffer
7/6/12 15:11,221259981754867713,"New Orleans, La.",GNOinc,GOOD Ideas for #NewOrleans to unveil ideas on how to tackle some of the city's most difficult urban issues http://t.co/EQ7WMryk,Buffer
7/6/12 19:16,221321810002706433,"New Orleans, La.",GNOinc,.@MayorLandrieu speaking to business community and Essence @neworleansBA Executive Leadership Tour http://t.co/k0uavy1uâ€ù,Twitter for Mac
7/9/12 15:11,222347162531532800,"New Orleans, La.",GNOinc,The U.S. Navy has chosen @TXT_TMLS of Slidell for its $212.7 million contract for a new amphibious landing craft http://t.co/t5zUmCT6,Buffer
7/9/12 15:36,222353591283884032,"New Orleans, La.",GNOinc,In Jean Lafitte with @SenLandrieu talking about impact of RESTORE Act on coastal communities. #justiceforthegulfcoast http://t.co/B3chqpow,Twitter for Mac
7/9/12 16:05,222360797408542720,"New Orleans, La.",GNOinc,"Before touring five parishes in coastal #Louisiana, @SenLandrieu explains the impact of the #RESTOREact http://t.co/s2Ab0yzC",Buffer
7/9/12 17:01,222374830291423234,"New Orleans, La.",GNOinc,Reg10n Report: There's No â€œIâ€ù in RESTORE http://t.co/veoF1ElU,Buffer
7/3/12 12:13,220128063265054721,"Washington, D.C.",GOVERNING,Daily Digit: 22.3 Million: The number of Americans without insurance that have incomes falling below 138 percent... http://t.co/mC9hBitv,twitterfeed
7/3/12 15:29,220177559080546305,"Washington, D.C.",GOVERNING,Hospitals likely to play key role in Medicaid expansion debates: http://t.co/uPDIhm0D #ACA #hcr,TweetDeck
7/3/12 16:43,220196009442152449,"Washington, D.C.",GOVERNING,July Fourth is the most dangerous day for teen drivers. We compiled state-by-state data from @NHTSAgov http://t.co/dz6VQgxx,web
7/5/12 10:18,220823985213030400,"Washington, D.C.",GOVERNING,Daily Digit: 42: The number of states (plus the District of Columbia) that allow some or all types of consumer f... http://t.co/wsnbyVHT,twitterfeed
7/5/12 13:29,220872010081894403,"Washington, D.C.",GOVERNING,States rush to spend billions of dollars on bigger ports for massive ships that will travel through the Panama Canal: http://t.co/klrNKJmQ,web
7/5/12 14:09,220882200839725056,"Washington, D.C.",GOVERNING,"Public workers in Arizona can suggest money-saving ideas and earn 10 % of the savings, if their ideas are implemented: http://t.co/sHRjVcYc",web
7/5/12 16:44,220921143517917184,"Washington, D.C.",GOVERNING,State and local governments are hiring at their fastest pace since the start of the Great Recession: http://t.co/DXWyaPG6,web
7/5/12 18:41,220950434850934786,"Washington, D.C.",GOVERNING,Social media presents challenge to open records and #transparency goals: http://t.co/aLZydQGc #opengov #politiwoops,TweetDeck
7/5/12 18:43,220950959394787328,"Washington, D.C.",GOVERNING,Today's Idea Center: Talking Urinal Cakes Help Michigan Battle Drunk Driving http://t.co/T3mnwKrz,twitterfeed
7/5/12 19:07,220956994566242304,"Washington, D.C.",GOVERNING,"The latest from the B&amp;G Report: Good technology investments, spending surpluses wisely, and government vs. the press: http://t.co/2T5N9iwU",web
7/6/12 11:32,221204893300568065,"Washington, D.C.",GOVERNING,Daily Digit: 12: The number of hours a woman spent in a Texas jail after using a sign to warn motorists about a ... http://t.co/CzVljy8Q,twitterfeed
7/6/12 14:43,221252943150727168,"Washington, D.C.",GOVERNING,"Like the unemployment rate, state and local gov #jobs held steady in June: http://t.co/IlwmpMcv",TweetDeck
7/6/12 15:36,221266380622807040,"Washington, D.C.",GOVERNING,2 more states received #NCLB waivers. View our map to find out which ones. http://t.co/iDjpRGE0,web
7/6/12 17:40,221297612911951872,"Washington, D.C.",GOVERNING,The latest #jobs report shows relatively unchanged state and local government #employment. http://t.co/prqvrxKq,web
7/9/12 11:16,222288166751707137,"Washington, D.C.",GOVERNING,"Daily Digit: $2 billion: The amount spent annually to impound, shelter, euthanize and dispose of homeless animal... http://t.co/7DsCkeUr",twitterfeed
7/9/12 13:15,222318045769633792,"Washington, D.C.",GOVERNING,Have a public #pension? Here are 3 key provisions of a recent GASB vote that could affect them: http://t.co/x5ecAaUK,web
7/9/12 19:57,222419162453118976,"Washington, D.C.",GOVERNING,State #Medicaid directors sent nearly 30 questions to CMS on now optional Medicaid expansion: http://t.co/8nUxHlve #ACA,TweetDeck
7/9/12 21:06,222436562166751232,"Washington, D.C.",GOVERNING,Today's Idea Center: San Diego Pilot  Curbs Graffiti http://t.co/jXhtaMi2,twitterfeed
7/10/12 11:34,222654988378312705,"Washington, D.C.",GOVERNING,"Daily Digit: 30: The number of times the Republican-dominated U.S. House has tried to repeal, defund or dismantl... http://t.co/qB7kxaRg",twitterfeed
7/10/12 13:04,222677663494569984,"Washington, D.C.",GOVERNING,"As transportation habits change, so must the ways we fund #transportation projects: http://t.co/NS0JK04E #Seattle",web
5/19/12 16:39,203887509011300353,"San Antonio, Texas",JulianCastro,Thanks for a spectacular return of #SA2020,txt
5/21/12 0:20,204365982972641282,"San Antonio, Texas",JulianCastro,At HEB No. 5...,txt
5/21/12 5:14,204440053034921985,"San Antonio, Texas",JulianCastro,Spurs sweep again!,txt
5/26/12 19:56,206473808209641472,"San Antonio, Texas",JulianCastro,"Hey, Chuck! Defending SA against Sir Charles http://t.co/1dwsLW51",txt
5/26/12 19:56,206473810692669440,"San Antonio, Texas",JulianCastro,#gospursgo,txt
5/26/12 20:00,206474898732888065,"San Antonio, Texas",JulianCastro,"Hey, Chuck! Defending SA against Sir Charles http://t.co/aBHFBo03",txt
5/27/12 23:49,206895000481566720,"San Antonio, Texas",JulianCastro,Sitting at Spurs game tonight with OKC Mayor Mick Cornett,txt
5/27/12 23:53,206895985710997504,"San Antonio, Texas",JulianCastro,No bets yet,txt
5/28/12 3:19,206947784333602816,"San Antonio, Texas",JulianCastro,All's well that ends well! #GOSPURSGO,txt
6/2/12 1:44,208735876241567745,"San Antonio, Texas",JulianCastro,Fast growing biotech startup Xenex relocating from Austin to San Antonio,txt
6/15/12 17:45,213688818660941824,"San Antonio, Texas",JulianCastro,Great decision by Pres. Obama on immigration. Congrats to DREAMers.,txt
6/16/12 20:32,214093068327071745,"San Antonio, Texas",JulianCastro,"More good news for SA travelers. In August, Southwest will start a nonstop to St.Louis.",txt
6/17/12 15:22,214377405748486145,"San Antonio, Texas",JulianCastro,Happy Father's Day to all the dads out there!,txt
6/23/12 2:56,216364040128176128,"San Antonio, Texas",JulianCastro,"Ted Cruz won the debate. Not sure he riled up the base enough to create more momentum,",txt
6/23/12 2:56,216364041092857858,"San Antonio, Texas",JulianCastro,though.,txt
7/2/12 20:31,219890940960182273,"San Antonio, Texas",JulianCastro,San Antonio presented All America City Award by Nat'l Civic League for city's education efforts on 3rd grade,txt
7/2/12 20:31,219890945318072320,"San Antonio, Texas",JulianCastro,reading,txt
7/3/12 21:25,220266928344809472,"San Antonio, Texas",JulianCastro,Did you know? International travel is up more than 140% at SA airport in 2012 versus,txt
7/3/12 21:25,220266930202869760,"San Antonio, Texas",JulianCastro,2011,txt
7/8/12 1:04,221771819764555778,"San Antonio, Texas",JulianCastro,Follow me on Instagram...mayorjuliancastro,txt
6/1/12 15:50,208586287232454657,Atlanta GA,KasimReed,"Sun. June 3rd: @meetthepress roundtable: @KasimReed, @KevinMaddenDC, @neeratanden of CAP and Steve Schmidt",Twitter for iPhone
6/8/12 20:51,211198784858882048,Atlanta GA,KasimReed,"Great conversations, ideas and solutions at #CGIAmerica.",Twitter for iPhone
6/16/12 2:40,213823287778754560,Atlanta GA,KasimReed,Good news about job growth in the City of Atlanta. http://t.co/ZlabePZf,Twitter for iPhone
6/23/12 20:21,216626945755058178,Atlanta GA,KasimReed,"#TitleIX opened doors for women 40 years ago today. We've come a long way, but more work remains. Let's go.",Twitter for iPhone
6/24/12 19:35,216977907346706434,Atlanta GA,KasimReed,Spent an inspirational morning in worship and fellowship at Friendship Baptist Church. Congratulations on your 150th anniversary.,Twitter for iPhone
6/26/12 18:33,217687087879692290,Atlanta GA,KasimReed,Just introduced President Obama after greeting him on the tarmac and stopping at The Varsity. We're ready to go!,Twitter for iPhone
6/27/12 13:53,217979018186727425,Atlanta GA,KasimReed,Headed to the groundbreaking of the #NCCHR. http://t.co/ZUN29rLt.,Twitter for iPhone
6/27/12 15:10,217998375642083329,Atlanta GA,KasimReed,"#NCCHR represents the past, the present and our future. Those who came before us make the dreams of  today's young people possible.",Twitter for iPhone
6/28/12 14:23,218348988066312192,Atlanta GA,KasimReed,"Congratulations, Mr. President, on a big win for the American people. #AffordableCareAct",Twitter for iPhone
6/29/12 16:15,218739485142302720,Atlanta GA,KasimReed,Following the coverage of the #AffordableCareAct. Watch this video on how it has helped  American families: http://t.co/v0aewqyQ,Tweet Button
6/29/12 20:45,218807378773164032,Atlanta GA,KasimReed,Another good day for our nation: The approval of the surface transportation renewal bill by Congress is a major step forward.,Twitter for iPhone
7/1/12 20:02,219521380058791936,Atlanta GA,KasimReed,"Cooling stations &amp; pools are open. Free swim @ Adams, Anderson, Dunbar, Grant Park, Pittman, Powell &amp; Thomasville.",Twitter for iPhone
7/4/12 10:48,220469002718298114,Atlanta GA,KasimReed,About to start the world's biggest 10K for the 2nd year in a row. #PeachtreeRoadRace,Twitter for iPhone
7/4/12 17:12,220565699607793665,Atlanta GA,KasimReed,Great morning in @City_of_Atlanta. Happy Fourth of July to everyone here in ATL and across the nation.,Twitter for iPhone
7/6/12 15:17,221261702258364416,Atlanta GA,KasimReed,Headed to @whitehouse to join @BarackObama for the signing of transportation bill H.R. 4348. #jobs #economy,Twitter for iPhone
6/28/12 22:56,218477955972726784,"Columbus, OH",KennyMcDon,Thank you Boeing @boeingairplanes http://t.co/6WbudpC3,web
6/28/12 23:29,218486323147837441,"Columbus, OH",KennyMcDon,"Another good list to be on and cool pic - #24 Columbus, Ohio - Forbes http://t.co/WlbhaTni via @sharethis",Tweet Button
6/29/12 0:32,218502146285510657,"Columbus, OH",KennyMcDon,Congrats to another Columbus #1 ranking - Jeni's #smartandopen  America's Best Ice Cream  U.S. News Travel http://t.co/Qoch2Mul,Tweet Button
6/29/12 0:35,218503009993371649,"Columbus, OH",KennyMcDon,Best Things to Do in Columbus U.S. News Travel http://t.co/dbUfeOR8 @cbusregion,Tweet Button
6/29/12 1:45,218520608340840448,"Columbus, OH",KennyMcDon,Great meeting with the Marion CanDo team today!  - Progress made on robotics center http://t.co/vyqG8EcI via @Themarionstar,Tweet Button
6/29/12 11:34,218668696254676993,"Columbus, OH",KennyMcDon,Still too many jobs unfilled / too many good people out of work https://t.co/D9Cl9ZhV,web
7/1/12 2:13,219252253951926273,"Columbus, OH",KennyMcDon,@czarceo congrats,Twitter for Android
7/6/12 4:15,221094997095751682,"Columbus, OH",KennyMcDon,The Sources of the Next American Boom http://t.co/1SblYgsa #WSJ #Android,WSJ Mobile Reader Android
7/9/12 15:51,222357201157750785,"Columbus, OH",KennyMcDon,Viddam: How one firm is helping vets launch careers http://t.co/bHy08Rar via @columbusbiz1st,Tweet Button
7/10/12 13:03,222677501888049153,"Columbus, OH",KennyMcDon,#topstatesOH - retweet if you believe Ohio is a top state for business.,Twitter for Android
7/6/12 19:27,221324563835916289,"Los Angeles, CA",LAMayorsOffice,"Check out â€œInside the Halls,â€ù our new weekly staff blog. This week - #AmericaFastForward &amp; public transit conversion http://t.co/9QWOOen6",web
7/6/12 20:24,221338734992424960,"Los Angeles, CA",LAMayorsOffice,Mayor Villaraigosa speaks w. @MitchellReports â€“ #AmericaFastForward creates 1M jobs &amp; invests in our future. http://t.co/INWMv1Qi #LAGov #LA,web
7/6/12 21:24,221354066691895297,"Los Angeles, CA",LAMayorsOffice,"We pledged #SummerNightLights would reduce crime in #LA &amp; it has done just that, cutting key crime stats by 35-55%.  http://t.co/ulYv8KLJ",web
7/6/12 21:43,221358683584606209,"Los Angeles, CA",LAMayorsOffice,â€œProud to join @barackobama for the signing of the Surface Transportation Bill &amp; #AmericaFastForward.This is an important step.â€ù AV,web
7/6/12 22:16,221366949857337350,"Los Angeles, CA",LAMayorsOffice,â€œProud to join @barackobama for the signing of the Surface Transportation Bill &amp; #AmericaFastForward.â€ù AV http://t.co/NglsEezb,web
7/6/12 22:50,221375673829310464,"Los Angeles, CA",LAMayorsOffice,REMINDER â€“ #SummerNightLights kicks off tomorrow at 7pm! Here's a list of participating parks in your community: http://t.co/imcOtnu7 #LAGov,web
7/7/12 1:54,221421883420180480,"Los Angeles, CA",LAMayorsOffice,"Mayor Villaraigosa joins @BrookeBCNN to discuss #AmericaFastForward, which will create or save 170K jobs in #CA. More: http://t.co/QWC6uVMw",web
7/7/12 15:56,221633763191422978,"Los Angeles, CA",LAMayorsOffice,The @USSIowa is officially open to the public as an interactive museum at @PortofLA. Learn more &amp; buy your tickets: http://t.co/3cq2LtEs #LA,Twitter for iPhone
7/7/12 17:40,221659861744750592,"Los Angeles, CA",LAMayorsOffice,#SummerNightLights starts tonight at 7pm! What's your favorite part of SNL? We want to know. #LA #LAGov http://t.co/DDUdccmy,Twitter for iPhone
7/8/12 4:28,221822932345819136,"Los Angeles, CA",LAMayorsOffice,"â€œExcited to launch the 5th year of #SummerNightLights, keeping our kids safe &amp; our parks crime free.â€ù AV",Twitter for iPhone
7/9/12 14:44,222340439343235072,"Los Angeles, CA",LAMayorsOffice,#HappyMonday - Great Program by @LASchools to feed 500K free meals this summer. More: http://t.co/8yO6kuhl #LA #LAGov,web
7/9/12 15:03,222345221994856448,"Los Angeles, CA",LAMayorsOffice,#LA Mayor's Morning Brief â€“ A rundown of what we're reading each AM in the Mayor's office.  http://t.co/jw28mv0I #LAGov,web
7/9/12 17:01,222375023774666752,"Los Angeles, CA",LAMayorsOffice,Mayor Villaraigosa &amp; @LAFDFIRECHIEF join the brave men and women of #LAFD station 44 to hear their concerns. http://t.co/VxFw88Um,web
7/9/12 18:04,222390745447936000,"Los Angeles, CA",LAMayorsOffice,"We're ending the auto dealer business tax in #LA to create jobs &amp; increase revenues for parks, libraries &amp; police http://t.co/yDkoaHeQ",web
7/9/12 19:05,222406054850469889,"Los Angeles, CA",LAMayorsOffice,#HEAT ADVISORY â€“ Triple digit temps expected for #LA this week. #LAFD asks that you take precautions. High Temp Tips: http://t.co/MXGEX9E1,web
7/9/12 19:53,222418242537398274,"Los Angeles, CA",LAMayorsOffice,With the launch of #SummerNightLights on Sat we wanted to look back at previous SNL's. Here are some great pics: http://t.co/YfmpgXJc,web
7/9/12 20:56,222434109874642944,"Los Angeles, CA",LAMayorsOffice,"1 week away from the launch of @DineLA. Until July 27, 250 restaurants will participate w. lunch starting at $15. More: http://t.co/MSgRB2mF",web
7/9/12 22:48,222462255931994113,"Los Angeles, CA",LAMayorsOffice,#REMINDER â€“ #SummerNightLights runs Wed-Sat from 7pm to 12am in parks across #LA until Sept. Here's a full list: http://t.co/imcOtnu7,web
7/10/12 3:41,222536088982532096,,MarketUrbanism,"@mikemadden After all, they didn't prevent them from charging *more than* 5x base fare. If they were merely ""codifying,"" why didn't they?",TweetDeck
7/10/12 3:43,222536593444044801,,MarketUrbanism,@mikemadden That's a non-sequitur. Why should price have any public policy impact on regulation?,TweetDeck
7/10/12 3:46,222537237865312256,,MarketUrbanism,@mikemadden Seriously? You think there's no market below Uber's ultra-luxury prices?,TweetDeck
7/10/12 3:48,222537720659058689,,MarketUrbanism,@mikemadden Because you want some quality control?,TweetDeck
7/10/12 3:48,222537846031007745,,MarketUrbanism,"@mikemadden In cities with deregulated markets, there's a *HUGE* range of prices &amp; quality, both above &amp; below current reg'd prices",TweetDeck
7/10/12 3:49,222538000297508865,,MarketUrbanism,@mikemadden Huh? So they're regulating them but obviously they have to because that's what regulation is? They clearly want to change that!,TweetDeck
7/10/12 3:53,222539115990745088,,MarketUrbanism,"@mikemadden Bucharest! There are also a few western European cities, along with pretty much every country outside of the top GDP decile",TweetDeck
7/10/12 3:54,222539253085773824,,MarketUrbanism,So you won't let them expand beyong ultra-luxury market? RT @TommyWells: I will work to protect Uber's biz. as it currently exists.,TweetDeck
7/10/12 3:54,222539356664115200,,MarketUrbanism,"@mikemadden Yes, I am, and obvious Uber and everyone defending them is too!",TweetDeck
7/10/12 3:56,222539808256438272,,MarketUrbanism,@mikemadden But that's not the issue â€“Â the issue is that you're saying they're basically lying about their intentions,TweetDeck
7/10/12 3:57,222539931195678722,,MarketUrbanism,@mikemadden Which I just think is a pretty heavy accusation from a newspaper editor without any proof beyond poorly founded assumptions,TweetDeck
7/10/12 4:00,222540672039796737,,MarketUrbanism,Attaboy! RT @TommyWells: Will look at Ãœber's biz proposal to expand to down market sans regulations req of taxis.,TweetDeck
7/10/12 4:02,222541177344376833,,MarketUrbanism,@mikemadden You don't think having businesses people like restricted by the gov't would *make* anyone care about abstract principles?,TweetDeck
7/10/12 4:13,222543922755407872,,MarketUrbanism,@TommyWells And for your next act...turn @wmata's ATO back on &amp; go driverless so we can have 5-min nighttime headways! http://t.co/NZ29E3Gs,TweetDeck
7/10/12 4:13,222544038732103683,,MarketUrbanism,@EricFidler There's no umlaut in Uber the car service!,TweetDeck
7/10/12 4:13,222544148245385216,,MarketUrbanism,Favorite new @Richard_Florida parody account: @Dick_Florida,TweetDeck
7/10/12 4:24,222546822806241280,,MarketUrbanism,"@mikemadden btw, Sweden and NZ have both deregulated taxi licenses &amp; fares, if you want a more civilized example than us Romanians",TweetDeck
7/10/12 4:53,222554095767138304,,MarketUrbanism, @freemanonline Individualism Versus Selfishness-ism http://t.co/4WEZ0PEw Wabi-Sabi Ikeda,twitterfeed
7/10/12 6:13,222574148948467712,,MarketUrbanism,@sumergocognito And ruin the whole transit sector in the process by rewarding that sort of ineptitude? No thanks!,TweetDeck
6/28/12 15:12,218361217171992579,"Washington, DC",MarkMuro1,Brookings' #MetroMonitor http://t.co/0WFCtww8 shows that Mountain region recovery is outpacing the nation's http://t.co/NWPd0Bcf,web
6/28/12 15:19,218362911515623425,"Washington, DC",MarkMuro1,"Mountain metros are on 2 speed track towards recovery—1 of steady advance, 1 of spinning wheels http://t.co/NWPd0Bcf @GPEC @MetroDenverEDC",web
6/28/12 15:20,218363308867190787,"Washington, DC",MarkMuro1,"Denver, Las Vegas &amp; Boise each topped metro rankings on different indicators of recovery in 2012Q1 http://t.co/NWPd0Bcf #MetroMonitor",web
6/29/12 21:26,218817867959910401,"Washington, DC",MarkMuro1,"Vegas / Phx interstate--key rec of @BrookingsMetro ""MountainMegas"" report--makes transpo bill http://t.co/UoixY7uD http://t.co/B0lDl5PI",Tweet Button
6/29/12 21:29,218818388519174144,"Washington, DC",MarkMuro1,"LV / Phx interstate--key rec of @BrookingsMetro ""MountainMegas"" report--makes transpo bill http://t.co/UoixY7uD @RalstonFlash @J_Robison1",web
7/1/12 19:27,219512561194897410,"Washington, DC",MarkMuro1,RT â€œ@Richard_Florida: So-Flo - Great NASA satellite photos of the mega-region at night ... http://t.co/GWjsB9DGâ€ù @EnterpriseFL,Twitter for iPad
7/3/12 12:04,220125938694881280,"Washington, DC",MarkMuro1,So here's why I fled Chevy Chase for CT with my house 92 degrees and the neighborhood paralyzed http://t.co/yhlRcwaB,Tweet Button
7/3/12 20:08,220247551096528896,"Washington, DC",MarkMuro1,"Derecho outrage: Gregg Easterbrook provides super-cranky, justly deserved blast of #Pepco and slow @GovOMalley http://t.co/F5hvcKx4",Tweet Button
7/3/12 20:10,220248059857207297,"Washington, DC",MarkMuro1,Steamed: Montgomery Cty #derecho distaster raises raises question of whether liberals can make the trains run on time http://t.co/yrgtqSSH,Tweet Button
7/5/12 11:23,220840237000171520,"Washington, DC",MarkMuro1,Nash deal a coup for the Lakers; can't wait until Kobe tries to yell at him http://t.co/IfMFRJfu  @berubea1 @adietomer,Tweet Button
7/5/12 14:54,220893339669635074,"Washington, DC",MarkMuro1,"@AdieTomer Yes, but where's the investment in a cleaner future?  I am looking for some kind of dedicated flow into cleantech scale up",web
7/5/12 17:20,220930150735429633,"Washington, DC",MarkMuro1,Reserve a spot at cool 7/18 forum on geography of #metroH1B visa demand.  RSVP here: http://t.co/OfNACBnP  @BrookingsMetro,web
7/5/12 20:42,220981057695125507,"Washington, DC",MarkMuro1,Yay @BallCorpHQ and CO space industry for role in first privately funded deep space mission http://t.co/yxaKMXAC @MetroDenverEDC,web
7/6/12 19:34,221326363875999744,"Washington, DC",MarkMuro1,The twitter-machine is now complete: Colleague @neil_ruiz has joined! @bruce_katz @amy_liuw @BrookingsMetro @BrookingsInst @wadhwa,web
7/6/12 19:37,221326918220398593,"Washington, DC",MarkMuro1,Video: My colleague @neil_ruiz on the importance of #metroH1B visas to regional economies http://t.co/Tv4pC9G2 @BrookingsInst @wadhwa,Tweet Button
7/7/12 17:25,221656248788074497,"Washington, DC",MarkMuro1,Can @zappos CEO Tony Hsieh fund enough small tech firms to create an e-commerce/IT cluster around downtown Las Vegas? http://t.co/hsFevhND,Tweet Button
7/7/12 19:18,221684645216010241,"Washington, DC",MarkMuro1,RT @bruce_katz Market impact of federal drift: Wind-turbine maker Gamesa furloughing 165 PA workers http://t.co/tC054Ip1 @worldresources,web
